transaksi_id;invoice_line_id;invoice_id;sk_track;album_title;artist_name;genre_name;media_name;sk_trackdate;kuartal;tanggal;bulan;tahun_angka;hari_dalam_bulan_angka;sk_employee;employee_name;sk_customer;customer_name;unit_price;quantity;totalrevenue;billing_country
1671;1671;308;3201;The Office, Season 3                                                                                                                                            ;The Office                                                                                                              ;TV Shows                                                                                                                ;Protected MPEG-4 video file                                                                                             ;20240926;Q3;2024/09/26 00:00:00.000000000;September                     ;2024;26;4;Margaret Park                                                                                       ;20;Dan Miller                                                                                          ;1.99;1;1.99;USA                                                                                                 
1672;1672;308;3202;The Office, Season 3                                                                                                                                            ;The Office                                                                                                              ;TV Shows                                                                                                                ;Protected MPEG-4 video file                                                                                             ;20240926;Q3;2024/09/26 00:00:00.000000000;September                     ;2024;26;4;Margaret Park                                                                                       ;20;Dan Miller                                                                                          ;1.99;1;1.99;USA                                                                                                 
1673;1673;309;3204;The Office, Season 3                                                                                                                                            ;The Office                                                                                                              ;TV Shows                                                                                                                ;Protected MPEG-4 video file                                                                                             ;20240926;Q3;2024/09/26 00:00:00.000000000;September                     ;2024;26;4;Margaret Park                                                                                       ;22;Heather Leacock                                                                                     ;1.99;1;1.99;USA                                                                                                 
1674;1674;309;3206;The Office, Season 3                                                                                                                                            ;The Office                                                                                                              ;TV Shows                                                                                                                ;Protected MPEG-4 video file                                                                                             ;20240926;Q3;2024/09/26 00:00:00.000000000;September                     ;2024;26;4;Margaret Park                                                                                       ;22;Heather Leacock                                                                                     ;1.99;1;1.99;USA                                                                                                 
1675;1675;310;3208;The Office, Season 3                                                                                                                                            ;The Office                                                                                                              ;Comedy                                                                                                                  ;Protected MPEG-4 video file                                                                                             ;20240927;Q3;2024/09/27 00:00:00.000000000;September                     ;2024;27;3;Jane Peacock                                                                                        ;24;Frank Ralston                                                                                       ;1.99;1;1.99;USA                                                                                                 
1676;1676;310;3210;The Office, Season 3                                                                                                                                            ;The Office                                                                                                              ;Comedy                                                                                                                  ;Protected MPEG-4 video file                                                                                             ;20240927;Q3;2024/09/27 00:00:00.000000000;September                     ;2024;27;3;Jane Peacock                                                                                        ;24;Frank Ralston                                                                                       ;1.99;1;1.99;USA                                                                                                 
1677;1677;310;3212;The Office, Season 3                                                                                                                                            ;The Office                                                                                                              ;Comedy                                                                                                                  ;Protected MPEG-4 video file                                                                                             ;20240927;Q3;2024/09/27 00:00:00.000000000;September                     ;2024;27;3;Jane Peacock                                                                                        ;24;Frank Ralston                                                                                       ;1.99;1;1.99;USA                                                                                                 
1678;1678;310;3214;The Office, Season 3                                                                                                                                            ;The Office                                                                                                              ;Comedy                                                                                                                  ;Protected MPEG-4 video file                                                                                             ;20240927;Q3;2024/09/27 00:00:00.000000000;September                     ;2024;27;3;Jane Peacock                                                                                        ;24;Frank Ralston                                                                                       ;1.99;1;1.99;USA                                                                                                 
1679;1679;311;3218;The Office, Season 3                                                                                                                                            ;The Office                                                                                                              ;Comedy                                                                                                                  ;Protected MPEG-4 video file                                                                                             ;20240928;Q3;2024/09/28 00:00:00.000000000;September                     ;2024;28;5;Steve Johnson                                                                                       ;28;Julia Barnett                                                                                       ;1.99;1;1.99;USA                                                                                                 
1680;1680;311;3222;The Office, Season 3                                                                                                                                            ;The Office                                                                                                              ;Comedy                                                                                                                  ;Protected MPEG-4 video file                                                                                             ;20240928;Q3;2024/09/28 00:00:00.000000000;September                     ;2024;28;5;Steve Johnson                                                                                       ;28;Julia Barnett                                                                                       ;1.99;1;1.99;USA                                                                                                 
1681;1681;311;3226;Battlestar Galactica (Classic), Season 1                                                                                                                        ;Battlestar Galactica (Classic)                                                                                          ;Sci Fi & Fantasy                                                                                                        ;Protected MPEG-4 video file                                                                                             ;20240928;Q3;2024/09/28 00:00:00.000000000;September                     ;2024;28;5;Steve Johnson                                                                                       ;28;Julia Barnett                                                                                       ;1.99;1;1.99;USA                                                                                                 
1682;1682;311;3230;Battlestar Galactica (Classic), Season 1                                                                                                                        ;Battlestar Galactica (Classic)                                                                                          ;Sci Fi & Fantasy                                                                                                        ;Protected MPEG-4 video file                                                                                             ;20240928;Q3;2024/09/28 00:00:00.000000000;September                     ;2024;28;5;Steve Johnson                                                                                       ;28;Julia Barnett                                                                                       ;1.99;1;1.99;USA                                                                                                 
1683;1683;311;3234;Battlestar Galactica (Classic), Season 1                                                                                                                        ;Battlestar Galactica (Classic)                                                                                          ;Sci Fi & Fantasy                                                                                                        ;Protected MPEG-4 video file                                                                                             ;20240928;Q3;2024/09/28 00:00:00.000000000;September                     ;2024;28;5;Steve Johnson                                                                                       ;28;Julia Barnett                                                                                       ;1.99;1;1.99;USA                                                                                                 
1684;1684;311;3238;Battlestar Galactica (Classic), Season 1                                                                                                                        ;Battlestar Galactica (Classic)                                                                                          ;Sci Fi & Fantasy                                                                                                        ;Protected MPEG-4 video file                                                                                             ;20240928;Q3;2024/09/28 00:00:00.000000000;September                     ;2024;28;5;Steve Johnson                                                                                       ;28;Julia Barnett                                                                                       ;1.99;1;1.99;USA                                                                                                 
1685;1685;312;3244;Battlestar Galactica (Classic), Season 1                                                                                                                        ;Battlestar Galactica (Classic)                                                                                          ;Sci Fi & Fantasy                                                                                                        ;Protected MPEG-4 video file                                                                                             ;20241001;Q4;2024/10/01 00:00:00.000000000;October                       ;2024;1;4;Margaret Park                                                                                       ;34;João Fernandes                                                                                      ;1.99;1;1.99;Portugal                                                                                            
1686;1686;312;3250;Aquaman                                                                                                                                                         ;Aquaman                                                                                                                 ;TV Shows                                                                                                                ;Protected MPEG-4 video file                                                                                             ;20241001;Q4;2024/10/01 00:00:00.000000000;October                       ;2024;1;4;Margaret Park                                                                                       ;34;João Fernandes                                                                                      ;1.99;1;1.99;Portugal                                                                                            
1687;1687;312;3256;Instant Karma: The Amnesty International Campaign to Save Darfur                                                                                                ;U2                                                                                                                      ;Pop                                                                                                                     ;Protected AAC audio file                                                                                                ;20241001;Q4;2024/10/01 00:00:00.000000000;October                       ;2024;1;4;Margaret Park                                                                                       ;34;João Fernandes                                                                                      ;0.99;1;0.99;Portugal                                                                                            
1688;1688;312;3262;Instant Karma: The Amnesty International Campaign to Save Darfur                                                                                                ;U2                                                                                                                      ;Pop                                                                                                                     ;Protected AAC audio file                                                                                                ;20241001;Q4;2024/10/01 00:00:00.000000000;October                       ;2024;1;4;Margaret Park                                                                                       ;34;João Fernandes                                                                                      ;0.99;1;0.99;Portugal                                                                                            
1689;1689;312;3268;Instant Karma: The Amnesty International Campaign to Save Darfur                                                                                                ;U2                                                                                                                      ;Pop                                                                                                                     ;Protected AAC audio file                                                                                                ;20241001;Q4;2024/10/01 00:00:00.000000000;October                       ;2024;1;4;Margaret Park                                                                                       ;34;João Fernandes                                                                                      ;0.99;1;0.99;Portugal                                                                                            
1690;1690;312;3274;Instant Karma: The Amnesty International Campaign to Save Darfur                                                                                                ;U2                                                                                                                      ;Pop                                                                                                                     ;Protected AAC audio file                                                                                                ;20241001;Q4;2024/10/01 00:00:00.000000000;October                       ;2024;1;4;Margaret Park                                                                                       ;34;João Fernandes                                                                                      ;0.99;1;0.99;Portugal                                                                                            
1691;1691;312;3280;Speak of the Devil                                                                                                                                              ;Ozzy Osbourne                                                                                                           ;Rock                                                                                                                    ;Protected AAC audio file                                                                                                ;20241001;Q4;2024/10/01 00:00:00.000000000;October                       ;2024;1;4;Margaret Park                                                                                       ;34;João Fernandes                                                                                      ;0.99;1;0.99;Portugal                                                                                            
1692;1692;312;3286;Speak of the Devil                                                                                                                                              ;Ozzy Osbourne                                                                                                           ;Rock                                                                                                                    ;Protected AAC audio file                                                                                                ;20241001;Q4;2024/10/01 00:00:00.000000000;October                       ;2024;1;4;Margaret Park                                                                                       ;34;João Fernandes                                                                                      ;0.99;1;0.99;Portugal                                                                                            
1693;1693;312;3292;20th Century Masters - The Millennium Collection: The Best of Scorpions                                                                                         ;Scorpions                                                                                                               ;Rock                                                                                                                    ;Protected AAC audio file                                                                                                ;20241001;Q4;2024/10/01 00:00:00.000000000;October                       ;2024;1;4;Margaret Park                                                                                       ;34;João Fernandes                                                                                      ;0.99;1;0.99;Portugal                                                                                            
1694;1694;313;3301;House of Pain                                                                                                                                                   ;House Of Pain                                                                                                           ;Hip Hop/Rap                                                                                                             ;MPEG audio file                                                                                                         ;20241006;Q4;2024/10/06 00:00:00.000000000;October                       ;2024;6;3;Jane Peacock                                                                                        ;43;Isabelle Mercier                                                                                    ;0.99;1;0.99;France                                                                                              
1695;1695;313;3310;House of Pain                                                                                                                                                   ;House Of Pain                                                                                                           ;Hip Hop/Rap                                                                                                             ;MPEG audio file                                                                                                         ;20241006;Q4;2024/10/06 00:00:00.000000000;October                       ;2024;6;3;Jane Peacock                                                                                        ;43;Isabelle Mercier                                                                                    ;0.99;1;0.99;France                                                                                              
1696;1696;313;3319;Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro                                                                                            ;O Rappa                                                                                                                 ;Electronica/Dance                                                                                                       ;MPEG audio file                                                                                                         ;20241006;Q4;2024/10/06 00:00:00.000000000;October                       ;2024;6;3;Jane Peacock                                                                                        ;43;Isabelle Mercier                                                                                    ;0.99;1;0.99;France                                                                                              
1697;1697;313;3328;Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro                                                                                            ;O Rappa                                                                                                                 ;Electronica/Dance                                                                                                       ;MPEG audio file                                                                                                         ;20241006;Q4;2024/10/06 00:00:00.000000000;October                       ;2024;6;3;Jane Peacock                                                                                        ;43;Isabelle Mercier                                                                                    ;0.99;1;0.99;France                                                                                              
1698;1698;313;3337;LOST, Season 4                                                                                                                                                  ;Lost                                                                                                                    ;Drama                                                                                                                   ;Protected MPEG-4 video file                                                                                             ;20241006;Q4;2024/10/06 00:00:00.000000000;October                       ;2024;6;3;Jane Peacock                                                                                        ;43;Isabelle Mercier                                                                                    ;1.99;1;1.99;France                                                                                              
1699;1699;313;3346;LOST, Season 4                                                                                                                                                  ;Lost                                                                                                                    ;TV Shows                                                                                                                ;Protected MPEG-4 video file                                                                                             ;20241006;Q4;2024/10/06 00:00:00.000000000;October                       ;2024;6;3;Jane Peacock                                                                                        ;43;Isabelle Mercier                                                                                    ;1.99;1;1.99;France                                                                                              
1700;1700;313;3355;Every Kind of Light                                                                                                                                             ;The Posies                                                                                                              ;Rock                                                                                                                    ;AAC audio file                                                                                                          ;20241006;Q4;2024/10/06 00:00:00.000000000;October                       ;2024;6;3;Jane Peacock                                                                                        ;43;Isabelle Mercier                                                                                    ;0.99;1;0.99;France                                                                                              
1701;1701;313;3364;LOST, Season 4                                                                                                                                                  ;Lost                                                                                                                    ;Drama                                                                                                                   ;Protected MPEG-4 video file                                                                                             ;20241006;Q4;2024/10/06 00:00:00.000000000;October                       ;2024;6;3;Jane Peacock                                                                                        ;43;Isabelle Mercier                                                                                    ;1.99;1;1.99;France                                                                                              
1702;1702;313;3373;Temple of the Dog                                                                                                                                               ;Temple of the Dog                                                                                                       ;Alternative                                                                                                             ;Protected AAC audio file                                                                                                ;20241006;Q4;2024/10/06 00:00:00.000000000;October                       ;2024;6;3;Jane Peacock                                                                                        ;43;Isabelle Mercier                                                                                    ;0.99;1;0.99;France                                                                                              
1703;1703;313;3382;Carry On                                                                                                                                                        ;Chris Cornell                                                                                                           ;Alternative                                                                                                             ;Protected AAC audio file                                                                                                ;20241006;Q4;2024/10/06 00:00:00.000000000;October                       ;2024;6;3;Jane Peacock                                                                                        ;43;Isabelle Mercier                                                                                    ;0.99;1;0.99;France                                                                                              
1704;1704;313;3391;Revelations                                                                                                                                                     ;Audioslave                                                                                                              ;Alternative                                                                                                             ;Protected AAC audio file                                                                                                ;20241006;Q4;2024/10/06 00:00:00.000000000;October                       ;2024;6;3;Jane Peacock                                                                                        ;43;Isabelle Mercier                                                                                    ;0.99;1;0.99;France                                                                                              
1705;1705;313;3400;Revelations                                                                                                                                                     ;Audioslave                                                                                                              ;Alternative                                                                                                             ;Protected AAC audio file                                                                                                ;20241006;Q4;2024/10/06 00:00:00.000000000;October                       ;2024;6;3;Jane Peacock                                                                                        ;43;Isabelle Mercier                                                                                    ;0.99;1;0.99;France                                                                                              
1706;1706;313;3409;Bach: The Cello Suites                                                                                                                                          ;Yo-Yo Ma                                                                                                                ;Classical                                                                                                               ;Protected AAC audio file                                                                                                ;20241006;Q4;2024/10/06 00:00:00.000000000;October                       ;2024;6;3;Jane Peacock                                                                                        ;43;Isabelle Mercier                                                                                    ;0.99;1;0.99;France                                                                                              
1707;1707;313;3418;Wagner: Favourite Overtures                                                                                                                                     ;Sir Georg Solti & Wiener Philharmoniker                                                                                 ;Classical                                                                                                               ;Protected AAC audio file                                                                                                ;20241006;Q4;2024/10/06 00:00:00.000000000;October                       ;2024;6;3;Jane Peacock                                                                                        ;43;Isabelle Mercier                                                                                    ;0.99;1;0.99;France                                                                                              
1708;1708;314;3432;Scheherazade                                                                                                                                                    ;Chicago Symphony Orchestra & Fritz Reiner                                                                               ;Classical                                                                                                               ;Protected AAC audio file                                                                                                ;20241014;Q4;2024/10/14 00:00:00.000000000;October                       ;2024;14;5;Steve Johnson                                                                                       ;57;Luis Rojas                                                                                          ;0.99;1;0.99;Chile                                                                                               
1709;1709;315;3433;Bach: The Brandenburg Concertos                                                                                                                                 ;Orchestra of The Age of Enlightenment                                                                                   ;Classical                                                                                                               ;Protected AAC audio file                                                                                                ;20241027;Q4;2024/10/27 00:00:00.000000000;October                       ;2024;27;3;Jane Peacock                                                                                        ;58;Manoj Pareek                                                                                        ;0.99;1;0.99;India                                                                                               
1710;1710;315;3434;Chopin: Piano Concertos Nos. 1 & 2                                                                                                                              ;Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra                                                                     ;Classical                                                                                                               ;Protected AAC audio file                                                                                                ;20241027;Q4;2024/10/27 00:00:00.000000000;October                       ;2024;27;3;Jane Peacock                                                                                        ;58;Manoj Pareek                                                                                        ;0.99;1;0.99;India                                                                                               
1711;1711;316;3436;Sibelius: Finlandia                                                                                                                                             ;Berliner Philharmoniker & Hans Rosbaud                                                                                  ;Classical                                                                                                               ;Protected AAC audio file                                                                                                ;20241027;Q4;2024/10/27 00:00:00.000000000;October                       ;2024;27;3;Jane Peacock                                                                                        ;1;Luís Gonçalves                                                                                      ;0.99;1;0.99;Brazil                                                                                              
1712;1712;316;3438;The World of Classical Favourites                                                                                                                               ;Academy of St. Martin in the Fields & Sir Neville Marriner                                                              ;Classical                                                                                                               ;Protected AAC audio file                                                                                                ;20241027;Q4;2024/10/27 00:00:00.000000000;October                       ;2024;27;3;Jane Peacock                                                                                        ;1;Luís Gonçalves                                                                                      ;0.99;1;0.99;Brazil                                                                                              
1713;1713;317;3440;Elgar: Cello Concerto & Vaughan Williams: Fantasias                                                                                                             ;Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos                                                    ;Classical                                                                                                               ;Protected AAC audio file                                                                                                ;20241028;Q4;2024/10/28 00:00:00.000000000;October                       ;2024;28;3;Jane Peacock                                                                                        ;3;François Tremblay                                                                                   ;0.99;1;0.99;Canada                                                                                              
1714;1714;317;3442;Tchaikovsky: 1812 Festival Overture, Op.49, Capriccio Italien & Beethoven: Wellington's Victory                                                                 ;Antal Doráti & London Symphony Orchestra                                                                                ;Classical                                                                                                               ;Protected AAC audio file                                                                                                ;20241028;Q4;2024/10/28 00:00:00.000000000;October                       ;2024;28;3;Jane Peacock                                                                                        ;3;François Tremblay                                                                                   ;0.99;1;0.99;Canada                                                                                              
1715;1715;317;3444;Prokofiev: Romeo & Juliet                                                                                                                                       ;Michael Tilson Thomas & San Francisco Symphony                                                                          ;Classical                                                                                                               ;Protected AAC audio file                                                                                                ;20241028;Q4;2024/10/28 00:00:00.000000000;October                       ;2024;28;3;Jane Peacock                                                                                        ;3;François Tremblay                                                                                   ;0.99;1;0.99;Canada                                                                                              
1716;1716;317;3446;Berlioz: Symphonie Fantastique                                                                                                                                  ;Michael Tilson Thomas & San Francisco Symphony                                                                          ;Classical                                                                                                               ;Protected AAC audio file                                                                                                ;20241028;Q4;2024/10/28 00:00:00.000000000;October                       ;2024;28;3;Jane Peacock                                                                                        ;3;François Tremblay                                                                                   ;0.99;1;0.99;Canada                                                                                              
1717;1717;318;3450;Grieg: Peer Gynt Suites & Sibelius: Pelléas et Mélisande                                                                                                        ;Berliner Philharmoniker & Herbert Von Karajan                                                                           ;Classical                                                                                                               ;Protected AAC audio file                                                                                                ;20241029;Q4;2024/10/29 00:00:00.000000000;October                       ;2024;29;5;Steve Johnson                                                                                       ;7;Astrid Gruber                                                                                       ;0.99;1;0.99;Austria                                                                                             
1718;1718;318;3454;Mozart: Symphonies Nos. 40 & 41                                                                                                                                 ;Berliner Philharmoniker & Herbert Von Karajan                                                                           ;Classical                                                                                                               ;Protected AAC audio file                                                                                                ;20241029;Q4;2024/10/29 00:00:00.000000000;October                       ;2024;29;5;Steve Johnson                                                                                       ;7;Astrid Gruber                                                                                       ;0.99;1;0.99;Austria                                                                                             
